id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
US-11352426-B2,CD3 binding polypeptides ,Aptevo Research And Development Llc,"Philip Tan, John W. Blankenship",2015-09-21,2016-09-21,2022-06-07,2022-06-07,https://patents.google.com/patent/US11352426B2/en,https://patentimages.storage.googleapis.com/64/e9/40/f2583c42453fb7/US11352426-20220607-D00001.png,
JP-6895718-B2,"Methods for treating, diagnosing and monitoring rheumatoid arthritis ","ジェネンテック， インコーポレイテッド, ジェネンテック，  インコーポレイテッド","ジュニア， グリン デニス，, ジュニア，  グリン デニス，, フラビウス マーティン，, フラビウス マーティン，, マイケル ジェー． タウンゼンド，, マイケル  ジェー． タウンゼンド，",2009-09-03,2016-06-23,2021-06-30,2021-06-30,https://patents.google.com/patent/JP6895718B2/en,https://patentimages.storage.googleapis.com/18/89/f5/6da736e8a42492/0006895718-85.png,
US-10098548-B2,Thermal imaging system ,"Geelux Holdings, Ltd.",Marcio Marc Abreu,2002-04-22,2016-06-29,2018-10-16,2018-10-16,https://patents.google.com/patent/US10098548B2/en,https://patentimages.storage.googleapis.com/9b/37/13/ab992591aaf414/US10098548-20181016-D00000.png,
JP-6192027-B2,Substituted benzazepines as Toll-like receptor modulators ,"ベンティアールエックス ファーマシューティカルズ， インコーポレイテッドＶｅｎｔｉＲｘ Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ，Ｉｎｃ．, ベンティアールエックス  ファーマシューティカルズ，  インコーポレイテッド, アレイ バイオファーマ、インコーポレイテッド, アレイ  バイオファーマ、インコーポレイテッド","ジェイムズ・ジェフリー・ハウバート, ロバート・ハーシュバーグ, ローレンス・イー・バージェス, ジョージ・エイ・ドハーティ, チャールズ・トッド・エアリー, ロバート・ディ・グローンバーグ, ザッカリー・ジョーンズ, ジョセフ・ピー・リシカトス, ホン・ウーン・ヤン",2011-01-12,2016-08-03,2017-09-06,2017-09-06,https://patents.google.com/patent/JP6192027B2/en,https://patentimages.storage.googleapis.com/35/e8/00/e4b57c9161f7ad/0006192027-76.png,
US-2022349006-A1,Cap guides and methods of use thereof for rna mapping ,"Moderna TX, Inc.","Nicholas J. Amato, Serenus Hua, Kerry Salandria",2019-09-19,2020-09-18,2022-11-03,,https://patents.google.com/patent/US20220349006A1/en,https://patentimages.storage.googleapis.com/03/a4/cd/5e10bb523fbe19/US20220349006A1-20221103-D00000.png,
US-11725247-B2,Methods of treating cancer ,"Foundation Medicine, Inc., Vanderbilt University","Garrett Michael Frampton, Roman Yelensky, James Xin Sun, Douglas Buckner Johnson, Christine Marie Lovly, Jeffrey Alan Sosman, David Fabrizio, Philip James Stephens, Vincent A. Miller",2016-02-29,2017-02-27,2023-08-15,2023-08-15,https://patents.google.com/patent/US11725247B2/en,https://patentimages.storage.googleapis.com/fe/52/7d/9388adab280f98/US11725247-20230815-D00001.png,
CN-108430456-B,Cancer vaccine ,摩登纳特斯有限公司,"尼古拉斯·瓦利安特, 塔尔·扎克斯, 埃里克·易-春·黄, 朱塞佩·恰拉梅拉",2015-10-22,2016-10-21,2022-01-18,2022-01-18,https://patents.google.com/patent/CN108430456B/en,https://patentimages.storage.googleapis.com/42/a0/65/a265a40c8e2b69/HDA0001702061030000011.png,
US-10271738-B2,Diagnostic radio frequency identification sensors and applications thereof ,"Altivera, Llc",John P. Peeters,2004-01-27,2016-09-13,2019-04-30,2019-04-30,https://patents.google.com/patent/US10271738B2/en,https://patentimages.storage.googleapis.com/7b/b3/30/e1514817ccf3ee/US10271738-20190430-D00000.png,
US-11395855-B2,Exon skipping oligomer conjugates for muscular dystrophy ,"Sarepta Therapeutics, Inc.","Marco A. Passini, Gunnar J. Hanson",2016-12-19,2021-04-30,2022-07-26,2022-07-26,https://patents.google.com/patent/US11395855B2/en,https://patentimages.storage.googleapis.com/48/b9/3d/0a2cddb4d3960e/US11395855-20220726-D00001.png,
CN-105267240-B,The purposes of the excretion body of source for mesenchymal stem cells ,天津医科大学眼科医院,"张晓敏, 李筱荣, 苏畅",2014-12-16,2014-12-16,2019-05-14,2019-05-14,https://patents.google.com/patent/CN105267240B/en,,
JP-6231642-B2,Anti-CD38 antibody and lenalidomide or bortezomib for treatment of multiple myeloma and NHL ,モルフォシス・アーゲー,"ロイシュル，リサ, ボクスハンマー，ライナー, エンデル，ヤン, ヴィンダーリヒ，マルク, サミュエルソン，クリストフェル",2010-09-27,2016-10-21,2017-11-15,2017-11-15,https://patents.google.com/patent/JP6231642B2/en,https://patentimages.storage.googleapis.com/00/34/04/1335d55cc12393/0006231642-46.png,
US-2020340059-A1,Methods and systems for assessing infertility as a result of declining ovarian reserve and function ,Celmatix Inc.,Piraye Yurttas Beim,2015-10-19,2019-11-09,2020-10-29,,https://patents.google.com/patent/US20200340059A1/en,https://patentimages.storage.googleapis.com/1e/43/18/869ccdcb879a14/US20200340059A1-20201029-D00000.png,
US-11566283-B2,Tm-enhanced blocking oligonucleotides and baits for improved target enrichment and reduced off-target selection ,"Integrated Dna Technologies, Inc.","Mark Aaron Behlke, John Robert Havens",2012-07-03,2016-10-15,2023-01-31,2023-01-31,https://patents.google.com/patent/US11566283B2/en,https://patentimages.storage.googleapis.com/24/d9/50/2493390ccb2f2a/US11566283-20230131-D00001.png,
US-11596688-B2,Predicting outcome of treatment with an anti-α4β7 integrin antibody ,Takeda Pharmaceutical Company Limited,"Maria Rosario, Timothy L. Wyant, Brihad Abhyankar",2014-12-24,2019-06-27,2023-03-07,2023-03-07,https://patents.google.com/patent/US11596688B2/en,https://patentimages.storage.googleapis.com/a9/42/e6/78d69c2c4fb505/US11596688-20230307-D00001.png,
CN-108495863-B,"Humanized, mouse or chimeric anti-CD 47 monoclonal antibodies ",四十七公司,"玛丽·查隆-科塔沃兹, 迈赫迪·拉马尔, 克劳斯·施瓦本, 尼古拉·贝尔特拉梅利, 斯戴芬妮·法洛, 皮埃尔·加罗内",2016-01-11,2017-01-11,2022-05-03,2022-05-03,https://patents.google.com/patent/CN108495863B/en,https://patentimages.storage.googleapis.com/6e/80/a1/8e50cc7a1de856/HDA0001726847890000011.png,
US-2022002413-A1,Treatment of renal cell carcinoma ,Bristol-Myers Squibb Company,"Jason Samuel Simon, Petra B. ROSS-MACDONALD",2015-05-29,2021-07-09,2022-01-06,,https://patents.google.com/patent/US20220002413A1/en,https://patentimages.storage.googleapis.com/86/57/45/a8b217d483ebb5/US20220002413A1-20220106-D00000.png,
US-10610607-B2,Magnetic graphene-like nanoparticles or graphitic nano- or microparticles and method of production and uses thereof ,The Research Foundation For The State University Of New York,"Balaji SITHARAMAN, Bhavna S. Paratala",2011-05-06,2017-07-07,2020-04-07,2020-04-07,https://patents.google.com/patent/US10610607B2/en,https://patentimages.storage.googleapis.com/b4/be/e1/086f3d40c899a8/US10610607-20200407-D00001.png,
ES-2919474-T3,"[1,2,4]triazolo[1,5-c]pyrimidine derivative as A2A receptor inhibitor ",Medshine Discovery Inc,"Kevin X Chen, Yanxin Yu, Xinde Chen, Li Zhang, Zhaoguo Chen, Cheng Xie, Xiaofei Wang, Linghui Wu, Guoping Hu, Jian Li, Shuhui Chen",2017-04-07,2018-04-08,2022-07-26,2022-07-26,https://patents.google.com/patent/ES2919474T3/en,,
US-2018042968-A1,Human cord blood as a source of neural tissue repair of the brain and spinal cord ,"University Of South Florida, Saneron Ccel Therapeutics, Inc.","Paul R. Sanberg, Juan Sanchez-Ramos, Allison Willing, Daniel D. Richard",2000-03-09,2017-10-23,2018-02-15,,https://patents.google.com/patent/US20180042968A1/en,https://patentimages.storage.googleapis.com/13/a2/45/5cc1599a24afc6/US20180042968A1-20180215-D00001.png,
TW-I679976-B,"Low, immune enhancing, dose mtor inhibitors and uses thereof ","瑞士商諾華公司, Novartis Ag","瓊安 曼尼克, Joan Mannick, 大衛 葛萊斯, David Glass, 里昂 墨菲, Leon Murphy",2013-11-13,2014-11-13,2019-12-21,2019-12-21,https://patents.google.com/patent/TWI679976B/en,,
KR-101979070-B1,Modulation of tumor immunity ,머크 샤프 앤드 돔 코포레이션,"단링 구, 애이미 엠. 비브",2013-08-20,2014-08-18,2019-05-16,2019-05-16,https://patents.google.com/patent/KR101979070B1/en,https://patentimages.storage.googleapis.com/9b/1f/22/ff5386fc9da5ef/112016015635315-pct00005.png,
US-10493092-B2,Antisense compounds ,"Ionis Pharmaceuticals, Inc.",Eric E. Swayze,2006-10-18,2016-12-09,2019-12-03,2019-12-03,https://patents.google.com/patent/US10493092B2/en,,
US-10738125-B2,Anti-CD25 antibody agents ,"Tusk Therapeutics Ltd., Cancer Research Technology Limited","Anne Goubier, Beatriz Goyenechea Corzo, Josephine Salimu, Kevin Moulder, Pascal Merchiers, Mark Brown, Sergio Quezada, James Geoghegan, Bianka Prinz",2018-03-13,2019-03-13,2020-08-11,2020-08-11,https://patents.google.com/patent/US10738125B2/en,https://patentimages.storage.googleapis.com/43/b5/7a/209db358f5066b/US10738125-20200811-D00001.png,
JP-6530044-B2,ABCB5 Targeting for Cancer Therapy ,"ザ ブリガム アンド ウィメンズ ホスピタル インコーポレイテッドＴｈｅ Ｂｒｉｇｈａｍ ａｎｄ Ｗｏｍｅｎ’ｓ Ｈｏｓｐｉｔａｌ， Ｉｎｃ．, ザ  ブリガム  アンド  ウィメンズ  ホスピタル  インコーポレイテッド","エイチ． フランク マルクス, エイチ．  フランク マルクス, ワイ． フランク ナターシャ, ワイ．  フランク ナターシャ, エイチ． セイエグ モハメド, エイチ．  セイエグ モハメド",2007-04-12,2017-12-25,2019-06-12,2019-06-12,https://patents.google.com/patent/JP6530044B2/en,,
US-2021260173-A1,Method ,Hansa Medical Ab,"Christian Kjellman, Sofia JARNUM, Lena WINSTEDT",2014-07-25,2021-03-03,2021-08-26,,https://patents.google.com/patent/US20210260173A1/en,https://patentimages.storage.googleapis.com/39/2b/f8/66a7eb6d052205/US20210260173A1-20210826-D00001.png,
JP-6781736-B2,"New 4,6-disubstituted aminopyrimidine derivative ","ヴィロスタティクス・ソチエタ・ア・レスポンサビリタ・リミタータＶｉｒｏＳｔａｔｉｃｓ ｓｒｌ, ヴィロスタティクス・ソチエタ・ア・レスポンサビリタ・リミタータ","フランコ・ロリ, ジェルジュ・ケリ, ジェイムズ・シャフレア, ダヴィデ・デ・フォルニ, アントニオ・ソリナス, ゾルターン・ヴァルガ, ゾルターン・グレフ, ラースロー・エールフィ",2012-08-23,2018-06-06,2020-11-04,2020-11-04,https://patents.google.com/patent/JP6781736B2/en,,
US-2022016106-A1,Compounds and methods useful for treating or preventing hematological cancers ,"The Broad Institute, Inc., The General Hospital Corporation, President And Fellows Of Harvard College, Bayer Pharma Aktiengesellschaft","David B. Sykes, David Scadden, Timothy A. Lewis, Andreas Janzer, Hanna Meyer, Detlef Stöckigt",2015-09-01,2021-07-22,2022-01-20,,https://patents.google.com/patent/US20220016106A1/en,https://patentimages.storage.googleapis.com/de/bb/f0/d99a77ad1d0d0b/US20220016106A1-20220120-D00001.png,
US-9828427-B2,Anti-KIR3D antibodies ,Innate Pharma,"Nicolas Anfossi, Laurent Gauthier, Yannis Morel, Alessandro Moretta, Silvia Parolini, Benjamin Rossi",2009-01-19,2015-10-28,2017-11-28,2017-11-28,https://patents.google.com/patent/US9828427B2/en,https://patentimages.storage.googleapis.com/43/d8/89/6e3eb79be69e7b/US09828427-20171128-D00001.png,
US-2018118845-A1,Chimeric Receptors with 4-1BB Stimulatory Signaling Domain ,"St. Jude Children's Research Hospital, Inc.","Dario Campana, Chihaya Imai",2003-11-05,2017-12-11,2018-05-03,,https://patents.google.com/patent/US20180118845A1/en,https://patentimages.storage.googleapis.com/dc/f3/c9/effcf2f7b02990/US20180118845A1-20180503-D00001.png,
EP-3057956-B1,Polycyclic inhibitors of cyclin-dependent kinase 7 (cdk7) ,"Dana-Farber Cancer Institute, Inc.","Nathanael Gray, Tinghu Zhang, Stephane Ciblat, Melissa Leblanc, Kevin Sprott, Joel Moore, Jason J. Marineau, Anzhelika KABRO, Tom Miller, Stephanie ROY, M. Arshad Siddiqui, Darby Schmidt, Dana K. WINTER, Michael Bradley",2013-10-18,2014-10-17,2021-05-05,2021-05-05,https://patents.google.com/patent/EP3057956B1/en,,
US-10227063-B2,Method and apparatus for biological evaluation ,"Geelux Holdings, Ltd.",Marcio Marc Abreu,2004-02-26,2014-10-11,2019-03-12,2019-03-12,https://patents.google.com/patent/US10227063B2/en,https://patentimages.storage.googleapis.com/0f/ff/33/f9c28134a558ae/US10227063-20190312-D00000.png,
US-9688980-B2,Templated molecules and methods for using such molecules ,Nuevolution,"Henrik Pedersen, Alex Haahr Gouliaev, Thomas Franch, Christian Klarner Sams, Eva Kampmann Olsen, Frank Abilgaard Slok, Gitte Nystrup Husemoen, Jakob Felding, Lene Hyldtoft, Mads Norregaard-Madsen, Michael Anders Godskesen, Sanne Schroder Glad, Thomas Thisted, Per-Ola Freskgard, Anette Holtmann",2001-06-20,2014-12-16,2017-06-27,2017-06-27,https://patents.google.com/patent/US9688980B2/en,https://patentimages.storage.googleapis.com/6d/8e/61/bc56c306e03408/US09688980-20170627-D00001.png,
EP-3077046-B1,Systems for enhancing electrical activation of nervous tissue ,"EBT Medical, Inc.","Paul B. Yoo, Michael Sasha John",2013-11-27,2014-11-25,2021-08-18,2021-08-18,https://patents.google.com/patent/EP3077046B1/en,https://patentimages.storage.googleapis.com/09/19/62/69bae177863d41/imgf0001.png,
JP-7189015-B2,A Dual Precursor Resin System for Additive Manufacturing Using Dual Cured Resins ,カーボン，インコーポレイテッド,"ローランド，ジェイソン・ピー, カッシェン，ジュリア・ディー",2015-12-22,2016-12-20,2022-12-13,2022-12-13,https://patents.google.com/patent/JP7189015B2/en,https://patentimages.storage.googleapis.com/c9/e0/6c/37fb7bc2de8081/0007189015000087.png,
RU-2662549-C1,Computational medical treatment plan method and system with mass medical analysis ,Марк ОЛЕЙНИК,Марк ОЛЕЙНИК,2013-12-04,2014-12-03,2018-07-26,2018-07-26,https://patents.google.com/patent/RU2662549C1/en,https://patentimages.storage.googleapis.com/63/d0/80/8e621eacffea4c/00000015.png,
JP-7106234-B2,"Methods of making bispecific antibodies, bispecific antibodies and therapeutic uses of such antibodies ",ノバルティス アーゲー,"オットー バードロフ，マイケル, ブーフ，ティナ, グラフ，クリスチャン, ヘイトマン，ダニエル, ジョストック，トーマス, クノッフ，ハンス－ピーター, ケーラー，ロルフ, コバリク，ジリ, ジョン オリバー，スティーブン, パテル，ダヴァルクマー, ヴォイセシュレーガー，マキシミリアン",2017-06-12,2018-06-08,2022-07-26,2022-07-26,https://patents.google.com/patent/JP7106234B2/en,https://patentimages.storage.googleapis.com/a9/d9/7c/88fa06b157590a/0007106234000040.png,
EP-3185946-B1,Multi-electrode array for spinal cord epidural stimulation ,The Regents Of The University Of California,"Wentai Liu, Victor Reggie EDGERTON, Chih-Wei Chang, Parag GAD",2014-08-27,2015-08-27,2019-10-09,2019-10-09,https://patents.google.com/patent/EP3185946B1/en,https://patentimages.storage.googleapis.com/d3/f4/3a/2b7abd31752f1a/imgf0001.png,
KR-102484553-B1,Viral vectors encoding recombinant FVIII variants with increased expression for gene therapy of hemophilia A ,다케다 야쿠힌 고교 가부시키가이샤,"팔코-귄터 팔크너, 프란치스카 호링, 조하네스 렝글러, 한스페터 로텐스타이너, 프리드리히 샤이프링거",2015-11-13,2016-11-11,2023-01-04,2023-01-04,https://patents.google.com/patent/KR102484553B1/en,https://patentimages.storage.googleapis.com/38/7f/5d/7c589724e0e0db/112018052709275-pct00002.png,
